cer_delta_vs_A0,cer_delta_vs_A2,cer_delta_vs_A3,cer_delta_vs_A4,checkpoint,dataset,deletions,insertions,model,normalized_cer,normalized_wer,prediction_sha256,raw_cer,raw_wer,samples,substitutions,wer_delta_vs_A0,wer_delta_vs_A2,wer_delta_vs_A3,wer_delta_vs_A4
0.003674715053875059,0.0,-0.04454739314705682,-0.039784203174075904,base,cv_scripted,,,A2,0.059566567507689024,0.1536906146550953,,,,9650,,-0.001914646148340332,0.0,-0.0816319226983985,-0.07119978527332915
0.023769808173477895,0.0,0.025199571071130702,0.02509233885380674,base,fleurs,,,A2,0.04628857381150959,0.17692841180550203,,,,743,,0.0740540957077907,0.0,0.1068814055636896,0.10657316791246049
-0.00424628450106157,0.0,0.036093418259023374,0.03715498938428877,base,cv_spontaneous,,,A2,0.19639065817409768,0.2360248447204969,,,,11,,-0.0248447204968944,0.0,0.0,0.006211180124223614
0.0039755694842981,0.0,-0.0026236621193418963,-0.0053435073713684195,base,tsc_exploratory,,,A2,0.06688468176741849,0.17407769362325923,,,,3484,,0.011116540434888827,0.0,0.011299780112386998,0.008184705594918157
-0.01216264601888735,0.006959674170881253,0.0,-0.000604216085574899,step-050,mediaspeech_clean,,,A3,0.08375106297274314,0.14253943984988532,,,,493,,-0.020015289457224278,0.004308847035930208,0.0,-0.0011119605254013565
-0.01670545584746902,-0.010663294991720015,0.0,-0.0013874591594682933,step-050,mediaspeech_phone,,,A3,0.09463814169986125,0.15734241434429078,,,,493,,-0.018347348669122243,-0.013482521370491357,0.0,-0.0010424629925637752
0.003703620820838749,0.01019334914738397,0.0,0.002629458890927805,step-050,mediaspeech_g711,,,A3,0.08732041355234302,0.14712627701716588,,,,493,,0.0013899506567516817,0.008200708874834928,0.0,0.0032663840433664604
0.04822210820093188,0.04454739314705682,0.0,0.004763189972980919,step-050,cv_scripted,,,A3,0.10411396065474585,0.2353225373534938,,,,9650,,0.07971727655005817,0.0816319226983985,0.0,0.010432137425069349
-0.0014297628976528073,-0.025199571071130702,0.0,-0.00010723221732396315,step-050,fleurs,,,A3,0.021089002740378886,0.07004700624181244,,,,743,,-0.03282730985589889,-0.1068814055636896,0.0,-0.0003082376512291013
-0.040339702760084944,-0.036093418259023374,0.0,0.0010615711252653925,step-050,cv_spontaneous,,,A3,0.1602972399150743,0.2360248447204969,,,,11,,-0.0248447204968944,0.0,0.0,0.006211180124223614
0.006599231603639996,0.0026236621193418963,0.0,-0.002719845252026523,step-050,tsc_exploratory,,,A3,0.06950834388676039,0.16277791351087223,,,,3484,,-0.00018323967749817038,-0.011299780112386998,0.0,-0.003115074517468841
-0.011200375956675473,0.007921944233093128,0.0009622700622118757,0.0003580539766369767,step-100,mediaspeech_clean,,,A3,0.08471333303495501,0.14344290777677393,,,,493,,-0.019111821530335665,0.00521231496281882,0.0009034679268886125,-0.00020849259851274393
-0.014031240209461587,-0.007989079353712583,0.0026742156380074322,0.0012867564785391389,step-100,mediaspeech_phone,,,A3,0.09731235733786868,0.15977482799360623,,,,493,,-0.015914935019806786,-0.0110501077211759,0.002432413649315457,0.0013899506567516817
0.0056169717584926004,0.012106700085037822,0.0019133509376538516,0.0045428098285816565,step-100,mediaspeech_g711,,,A3,0.08923376448999687,0.14893321287094308,,,,493,,0.003196886510528879,0.010007644728612125,0.0018069358537771973,0.005073319897143658
0.048462343809780845,0.044787628755905785,0.00024023560884896267,0.005003425581829882,step-100,cv_scripted,,,A3,0.10435419626359481,0.22909546389907848,,,,9650,,0.07349020309564286,0.07540484924398319,-0.006227073454415311,0.004205063970654038
-0.0014059335160252588,-0.025175741689503154,2.3829381627548524e-05,-8.340283569641463e-05,step-100,fleurs,,,A3,0.021112832122006434,0.06989288741619788,,,,743,,-0.03298142868151345,-0.10703552438930415,-0.00015411882561455759,-0.0004623564768436589
-0.040339702760084944,-0.036093418259023374,0.0,0.0010615711252653925,step-100,cv_spontaneous,,,A3,0.1602972399150743,0.2360248447204969,,,,11,,-0.0248447204968944,0.0,0.0,0.006211180124223614
0.008351902021448837,0.004376332537150737,0.001752670417808841,-0.0009671748342176822,step-100,tsc_exploratory,,,A3,0.07126101430456923,0.16488516980210116,,,,3484,,0.0019240166137307613,-0.009192523821158066,0.0021072562912289317,-0.0010078182262399094
-0.00661280938101419,0.012509510808754412,0.0055498366378731595,0.0049456205522982605,step-150,mediaspeech_clean,,,A3,0.0893008996106163,0.14775175481270414,,,,493,,-0.014802974494405458,0.009521161998749028,0.00521231496281882,0.004100354437417464
-0.01457951036118696,-0.008537349505437955,0.0021259454862820604,0.000738486326813767,step-150,mediaspeech_phone,,,A3,0.09676408718614331,0.15914935019806797,,,,493,,-0.016540412815345046,-0.01167558551671416,0.0018069358537771973,0.0007644728612134222
0.010025511345835389,0.01651523967238061,0.00632189052499664,0.008951349415924445,step-150,mediaspeech_g711,,,A3,0.09364230407733966,0.15219959691430954,,,,493,,0.0064632705538953394,0.013274028771978585,0.005073319897143658,0.008339703940510118
0.04759927514095305,0.04392456008707799,-0.0006228330599788306,0.004140356913002088,step-150,cv_scripted,,,A3,0.10349112759476702,0.22043482150845486,,,,9650,,0.06482956070501925,0.06674420685335958,-0.014887715845038924,-0.004455578419969575
-0.0015489098057905396,-0.025318717979268435,-0.00011914690813773221,-0.00022637912546169536,step-150,fleurs,,,A3,0.020969855832241154,0.06966170917777606,,,,743,,-0.03321260691993527,-0.10726670262772597,-0.0003852970640363801,-0.0006935347152654814
-0.040339702760084944,-0.036093418259023374,0.0,0.0010615711252653925,step-150,cv_spontaneous,,,A3,0.1602972399150743,0.2360248447204969,,,,11,,-0.0248447204968944,0.0,0.0,0.006211180124223614
0.0019503801905494805,-0.0020251892937486193,-0.004648851413090516,-0.007368696665117039,step-150,tsc_exploratory,,,A3,0.06485949247366987,0.1588688003909113,,,,3484,,-0.004092352797459092,-0.01520889323234792,-0.003909113119960922,-0.007024187637429763
-0.006758268809022958,0.012364051380745644,0.005404377209864392,0.004800161124289493,step-200,mediaspeech_clean,,,A3,0.08915544018260753,0.1475432622141914,,,,493,,-0.015011467092918201,0.009312669400236284,0.005003822364306076,0.00389186183890472
-0.013841024034373192,-0.007798863178624188,0.0028644318130958274,0.001476972653627534,step-200,mediaspeech_phone,,,A3,0.09750257351295707,0.16019181319063172,,,,493,,-0.015497949822781298,-0.010633122524150412,0.0028493988463409448,0.0018069358537771696
0.009633889808888699,0.01612361813543392,0.00593026898804995,0.008559727878977755,step-200,mediaspeech_g711,,,A3,0.09325068254039297,0.15219959691430954,,,,493,,0.0064632705538953394,0.013274028771978585,0.005073319897143658,0.008339703940510118
0.044316055153350395,0.040641340099475336,-0.003906053047581487,0.0008571369253994321,step-200,cv_scripted,,,A3,0.10020790760716436,0.2193432942650085,,,,9650,,0.06373803346157289,0.06565267960991322,-0.01597924308848528,-0.00554710566341593
0.002835696413678066,-0.02093411175979983,0.0042654593113308735,0.00415822709400691,step-200,fleurs,,,A3,0.02535446205170976,0.07482468983586345,,,,743,,-0.028049626261847885,-0.10210372196963859,0.004777683594051008,0.004469445942821906
-0.040339702760084944,-0.036093418259023374,0.0,0.0010615711252653925,step-200,cv_spontaneous,,,A3,0.1602972399150743,0.2360248447204969,,,,11,,-0.0248447204968944,0.0,0.0,0.006211180124223614
0.0041679357496673675,0.0001923662653692676,-0.0024312958539726287,-0.005151141105999152,step-200,tsc_exploratory,,,A3,0.06707704803278776,0.16140361592963595,,,,3484,,-0.0015575372587344483,-0.012674077693623276,-0.0013742975812362779,-0.004489372098705119
-0.01155842993331245,0.007563890256456152,0.000604216085574899,0.0,step-050,mediaspeech_clean,,,A4,0.08435527905831804,0.14365140037528668,,,,493,,-0.01890332893182292,0.005420807561331564,0.0011119605254013565,0.0
-0.015317996688000726,-0.009275835832251722,0.0013874591594682933,0.0,step-050,mediaspeech_phone,,,A4,0.09602560085932954,0.15838487733685455,,,,493,,-0.017304885676558468,-0.012440058377927582,0.0010424629925637752,0.0
0.001074161929910944,0.0075638902564561655,-0.002629458890927805,0.0,step-050,mediaspeech_g711,,,A4,0.08469095466141521,0.14385989297379942,,,,493,,-0.0018764333866147787,0.004934324831468467,-0.0032663840433664604,0.0
0.04345891822795096,0.039784203174075904,-0.004763189972980919,0.0,step-050,cv_scripted,,,A4,0.09935077068176493,0.22489039992842444,,,,9650,,0.06928513912498882,0.07119978527332915,-0.010432137425069349,0.0
-0.0013225306803288442,-0.02509233885380674,0.00010723221732396315,0.0,step-050,fleurs,,,A4,0.02119623495770285,0.07035524389304154,,,,743,,-0.03251907220466979,-0.10657316791246049,0.0003082376512291013,0.0
-0.04140127388535034,-0.03715498938428877,-0.0010615711252653925,0.0,step-050,cv_spontaneous,,,A4,0.1592356687898089,0.22981366459627328,,,,11,,-0.031055900621118016,-0.006211180124223614,-0.006211180124223614,0.0
0.00931907685566652,0.0053435073713684195,0.002719845252026523,0.0,step-050,tsc_exploratory,,,A4,0.07222818913878691,0.16589298802834107,,,,3484,,0.0029318348399706706,-0.008184705594918157,0.003115074517468841,0.0
-0.016313834310522315,0.0028084858792462863,-0.004151188291634966,-0.004755404377209865,step-100,mediaspeech_clean,,,A4,0.07959987468110817,0.1386475780109806,,,,493,,-0.023907151296128998,0.00041698519702548786,-0.00389186183890472,-0.005003822364306076
-0.015877456026495998,-0.009835295170746994,0.0008279998209730216,-0.0005594593384952717,step-100,mediaspeech_phone,,,A4,0.09546614152083427,0.15852387240252971,,,,493,,-0.017165890610883305,-0.01230106331225242,0.0011814580582389378,0.00013899506567516262
-0.0001790269883184814,0.00631070133822674,-0.0038826478091572303,-0.0012531889182294254,step-100,mediaspeech_g711,,,A4,0.08343776574318579,0.1427479324483981,,,,493,,-0.0029883939120161074,0.0038223643060671386,-0.004378344568767789,-0.0011119605254013287
0.04311784298081971,0.03944312792694465,-0.005104265220112175,-0.00034107524713125614,step-100,cv_scripted,,,A4,0.09900969543463367,0.22338731323253108,,,,9650,,0.06778205242909546,0.0696966985774358,-0.011935224120962706,-0.0015030866958933575
-0.001465506970094125,-0.02523531514357202,-3.574407244131758e-05,-0.00014297628976528073,step-100,fleurs,,,A4,0.021053258667937568,0.06981582800339062,,,,743,,-0.033058488094320715,-0.10711258380211142,-0.0002311782384218225,-0.0005394158896509238
-0.04140127388535034,-0.03715498938428877,-0.0010615711252653925,0.0,step-100,cv_spontaneous,,,A4,0.1592356687898089,0.22981366459627328,,,,11,,-0.031055900621118016,-0.006211180124223614,-0.006211180124223614,0.0
0.0039435084400698955,-3.206104422820433e-05,-0.0026557231635701006,-0.005375568415596624,step-100,tsc_exploratory,,,A4,0.06685262072319029,0.16076227705839238,,,,3484,,-0.002198876129978017,-0.013315416564866844,-0.0020156364524798465,-0.0051307109699486875
-0.016638320726849565,0.002483999462919037,-0.0044756747079622156,-0.005079890793537115,step-150,mediaspeech_clean,,,A4,0.07927538826478092,0.13857808047814302,,,,493,,-0.02397664882896658,0.00034748766418790655,-0.003961359371742301,-0.005073319897143658
-0.01591102358680571,-0.009868862731056707,0.0007944322606633081,-0.0005930268988049853,step-150,mediaspeech_phone,,,A4,0.09543257396052456,0.15873236500104246,,,,493,,-0.01695739801237056,-0.012092570713739675,0.0013899506567516817,0.00034748766418790655
-0.0016000537080964883,0.004889674618448733,-0.005303674528935237,-0.0026742156380074322,step-150,mediaspeech_g711,,,A4,0.08201673902340778,0.1412884842588088,,,,493,,-0.004447842101605398,0.002362916116477848,-0.00583779275835708,-0.0025714087149906195
0.05159727021167426,0.0479225551577992,0.00337516201074238,0.0081383519837233,step-150,cv_scripted,,,A4,0.10748912266548823,0.2415675046971459,,,,9650,,0.0859622438937103,0.08787689004205063,0.006244967343652125,0.016677104768721474
-0.0014297628976528073,-0.025199571071130702,0.0,-0.00010723221732396315,step-150,fleurs,,,A4,0.021089002740378886,0.06966170917777606,,,,743,,-0.03321260691993527,-0.10726670262772597,-0.0003852970640363801,-0.0006935347152654814
-0.03821656050955416,-0.03397027600849259,0.002123142250530785,0.0031847133757961776,step-150,cv_spontaneous,,,A4,0.1624203821656051,0.2360248447204969,,,,11,,-0.0248447204968944,0.0,0.0,0.006211180124223614
0.006428239367756217,0.0024526698834581168,-0.00017099223588377954,-0.0028908374879103027,step-150,tsc_exploratory,,,A4,0.06933735165087661,0.16271683361837283,,,,3484,,-0.00024431956999756976,-0.011360860004886397,-6.107989249939938e-05,-0.0031761544099682404
-0.01650405048561071,0.002618269704157891,-0.0043414044667233614,-0.0049456205522982605,step-200,mediaspeech_clean,,,A4,0.07940965850601978,0.1386475780109806,,,,493,,-0.023907151296128998,0.00041698519702548786,-0.00389186183890472,-0.005003822364306076
-0.015463456116009494,-0.00942129526026049,0.0012419997314595255,-0.00014545942800876788,step-200,mediaspeech_phone,,,A4,0.09588014143132077,0.1590798526652304,,,,493,,-0.016609910348182627,-0.011745083049551741,0.001737438320939616,0.0006949753283758409
-0.0027413507586268593,0.0037483775679183623,-0.006444971579465608,-0.0038155126885378032,step-200,mediaspeech_g711,,,A4,0.08087544197287741,0.1400375286677323,,,,493,,-0.0056987976926818895,0.0011119605254013565,-0.007088748349433571,-0.003822364306067111
0.049200845866612886,0.045526130812737826,0.0009787376656810037,0.005741927638661923,step-200,cv_scripted,,,A4,0.10509269832042685,0.2320658495123915,,,,9650,,0.07646058870895589,0.07837523485729622,-0.0032566878411022793,0.0071754495839670696
-0.0014178482068390313,-0.025187656380316926,1.1914690813775997e-05,-9.531752651018716e-05,step-200,fleurs,,,A4,0.02110091743119266,0.06973876859058334,,,,743,,-0.033135547507127994,-0.1071896432149187,-0.0003082376512291013,-0.0006164753024582026
-0.03821656050955416,-0.03397027600849259,0.002123142250530785,0.0031847133757961776,step-200,cv_spontaneous,,,A4,0.1624203821656051,0.2360248447204969,,,,11,,-0.0248447204968944,0.0,0.0,0.006211180124223614
0.006796941376380636,0.002821371892082536,0.0001977097727406396,-0.0025221354792858836,step-200,tsc_exploratory,,,A4,0.06970605365950103,0.16305277302711949,,,,3484,,9.161983874908519e-05,-0.011024920596139742,0.0002748595162472556,-0.0028402150012215854
-0.014210267197780069,0.004912052991988533,-0.0020476211788927196,-0.0026518372644676186,step-050,mediaspeech_clean,,,A5,0.08170344179385042,0.14038501633192021,,,,493,,-0.022169712975189382,0.002154423517965104,-0.002154423517965104,-0.0032663840433664604
-0.013180862014948766,-0.007138701159199762,0.0035245938325202536,0.0021371346730519603,step-050,mediaspeech_phone,,,A5,0.0981627355323815,0.1607477934533324,,,,493,,-0.01494196956008062,-0.010077142261449734,0.003405379109041623,0.002362916116477848
0.005225350221545896,0.011715078548091118,0.0015217294007071475,0.004151188291634952,step-050,mediaspeech_g711,,,A5,0.08884214295305017,0.14858572520675517,,,,493,,0.0028493988463409725,0.009660157064424219,0.0014594481895892908,0.004725832232955751
0.04498634216075617,0.04131162710688111,-0.003235766040175711,0.001527423932805208,step-050,cv_scripted,,,A5,0.10087819461457014,0.22514091437774,,,,9650,,0.06953565357430438,0.07145029972264472,-0.010181622975753785,0.0002505144493155642
-0.0012748719170737506,-0.025044680090551646,0.00015489098057905673,4.765876325509358e-05,step-050,fleurs,,,A5,0.021243893720957942,0.07020112506742698,,,,743,,-0.03267319103028435,-0.10672728673807505,0.0001541188256145437,-0.00015411882561455759
-0.04352441613588112,-0.03927813163481955,-0.0031847133757961776,-0.002123142250530785,step-050,cv_spontaneous,,,A5,0.15711252653927812,0.2111801242236025,,,,11,,-0.0496894409937888,-0.0248447204968944,-0.0248447204968944,-0.018633540372670787
0.008875565743842947,0.004899996259544848,0.0022763341402029513,-0.00044351111182357184,step-050,tsc_exploratory,,,A5,0.07178467802696334,0.16549596872709504,,,,3484,,0.002534815538724644,-0.008581724896164183,0.0027180552162228144,-0.0003970193012460266
-0.01256545674260394,0.0065568634471646625,-0.0004028107237165901,-0.0010070268092914891,step-100,mediaspeech_clean,,,A5,0.08334825224902655,0.14246994231704774,,,,493,,-0.02008478699006186,0.0042393495030926265,-6.949753283758131e-05,-0.0011814580582389378
-0.016101239761894107,-0.010059078906145102,0.0006042160855749129,-0.0007832430738933804,step-100,mediaspeech_phone,,,A5,0.09524235778543616,0.15796789213982904,,,,493,,-0.017721870873583984,-0.012857043574953098,0.0006254777955382596,-0.0004169851970255156
0.005012755672917701,0.011502483999462923,0.0013091348520789525,0.0039385937430067575,step-100,mediaspeech_g711,,,A5,0.08862954840442197,0.14865522273959275,,,,493,,0.002918896379178554,0.0097296545972618,0.001528945722426872,0.0047953297657933325
0.045632902194448474,0.041958187140573415,-0.0025892060064834077,0.0021739839664975114,step-100,cv_scripted,,,A5,0.10152475464826244,0.2224031493245057,,,,9650,,0.06679788852107008,0.06871253466941041,-0.012919388028988094,-0.0024872506039187448
-0.0014178482068390313,-0.025187656380316926,1.1914690813775997e-05,-9.531752651018716e-05,step-100,fleurs,,,A5,0.02110091743119266,0.07020112506742698,,,,743,,-0.03267319103028435,-0.10672728673807505,0.0001541188256145437,-0.00015411882561455759
-0.04352441613588112,-0.03927813163481955,-0.0031847133757961776,-0.002123142250530785,step-100,cv_spontaneous,,,A5,0.15711252653927812,0.2111801242236025,,,,11,,-0.0496894409937888,-0.0248447204968944,-0.0248447204968944,-0.018633540372670787
0.008538924779446733,0.004563355295148633,0.0019396931758067365,-0.0007801520762197867,step-100,tsc_exploratory,,,A5,0.07144803706256712,0.16479354996335208,,,,3484,,0.001832396774981676,-0.009284143659907151,0.0020156364524798465,-0.0010994380649889945
-0.004498053081502029,0.014624267108266573,0.00766459293738532,0.007060376851810421,step-150,mediaspeech_clean,,,A5,0.09141565591012846,0.14962818819931892,,,,493,,-0.012926541107790679,0.011397595385363807,0.007088748349433599,0.0059767878240322425
-0.011715078548091132,-0.005672917692342128,0.004990377299377888,0.0036029181399095944,step-150,mediaspeech_phone,,,A5,0.09962851899923914,0.1612342761831955,,,,493,,-0.014455486830217523,-0.009590659531586637,0.00389186183890472,0.0028493988463409448
0.007653403750615406,0.014143132077160628,0.003949782929776657,0.006579241820704462,step-150,mediaspeech_g711,,,A5,0.09127019648211968,0.15011467092918201,,,,493,,0.004378344568767817,0.011189102786851063,0.002988393912016135,0.0062547779553825955
0.04820727884236095,0.04453256378848589,-1.4829358570930817e-05,0.004748360614409988,step-150,cv_scripted,,,A5,0.10409913129617492,0.22739554442158003,,,,9650,,0.07179028361814441,0.07370492976648474,-0.007926992931913762,0.0025051444931555866
-0.0014297628976528073,-0.025199571071130702,0.0,-0.00010723221732396315,step-150,fleurs,,,A5,0.021089002740378886,0.07004700624181244,,,,743,,-0.03282730985589889,-0.1068814055636896,0.0,-0.0003082376512291013
-0.04140127388535034,-0.03715498938428877,-0.0010615711252653925,0.0,step-150,cv_spontaneous,,,A5,0.1592356687898089,0.20496894409937888,,,,11,,-0.05590062111801242,-0.031055900621118016,-0.031055900621118016,-0.0248447204968944
0.00804732210128084,0.004071752616982741,0.0014480904976408443,-0.0012717547543856789,step-150,tsc_exploratory,,,A5,0.07095643438440123,0.16430491082335696,,,,3484,,0.0013437576349865643,-0.009772782799902263,0.0015269973124847347,-0.0015880772049841063
-0.004721836816900152,0.01440048337286845,0.007440809201987197,0.006836593116412298,step-200,mediaspeech_clean,,,A5,0.09119187217473033,0.14955869066648134,,,,493,,-0.01299603864062826,0.011328097852526225,0.007019250816596018,0.005907290291194661
-0.011289889450834714,-0.00524772859508571,0.005415566396634305,0.004028107237166012,step-200,mediaspeech_phone,,,A5,0.10005370809649555,0.16151226631454582,,,,493,,-0.014177496698867198,-0.009312669400236312,0.004169851970255045,0.00312738897769127
0.007205836279819189,0.01369556460636441,0.00350221545898044,0.006131674349908245,step-200,mediaspeech_g711,,,A5,0.09082262901132346,0.14990617833066927,,,,493,,0.004169851970255073,0.010980610188338319,0.002779901313503391,0.006046285356869852
0.048480139040065956,0.0448054239861909,0.0002580308391340741,0.005021220812114993,step-200,cv_scripted,,,A5,0.10437199149387992,0.22252840654916345,,,,9650,,0.06692314574572783,0.06883779189406816,-0.01279413080433034,-0.0023619933792609904
0.002978672703443347,-0.020791135470034548,0.004408435601096154,0.004301203383772191,step-200,fleurs,,,A5,0.02549743834147504,0.07520998689989983,,,,743,,-0.027664329197811505,-0.1017184249056022,0.005162980658087388,0.004854743006858286
-0.044585987261146515,-0.040339702760084944,-0.00424628450106157,-0.0031847133757961776,step-200,cv_spontaneous,,,A5,0.15605095541401273,0.19254658385093168,,,,11,,-0.06832298136645962,-0.043478260869565216,-0.043478260869565216,-0.0372670807453416
0.004980148870115372,0.0010045793858172725,-0.0016190827335246238,-0.004338927985551147,step-200,tsc_exploratory,,,A5,0.06788926115323576,0.16201441485462986,,,,3484,,-0.0009467383337405377,-0.012063278768629365,-0.0007634986562423673,-0.0038785731737112084
,,,,step-050,mediaspeech_clean,,,A6,0.08028241507407241,0.13927305580651886,a707ee71382b28d2c35c7ad5a8cc3421c7108fd4a389996584c7f86d80bd4c5a,,,493,,,,,
,,,,step-050,mediaspeech_phone,,,A6,0.09601441167255964,0.1581068872055042,e4603a3f49cc037d3b961a7a120236a016bcf3082ad65bf5d7a67e14a120ccc2,,,493,,,,,
,,,,step-050,mediaspeech_g711,,,A6,0.085071387011592,0.14469386336785045,520a6d97c9b34fc681283533938423e9cc7832d82e72a543f088c7cc8e1eeea4,,,493,,,,,
,,,,step-050,cv_scripted,,,A6,0.10000622833059979,0.224729354925293,bd4e162a55a2da19db417cb698177e52e1380e4f3b5a0f67951885477301c6b7,,,9650,,,,,
,,,,step-050,fleurs,,,A6,0.021124746812820207,0.07035524389304154,728dfe4b55f2acbb14221334f3b52992134ab2c92d8decab0f42185bd4f37c9d,,,743,,,,,
,,,,step-050,cv_spontaneous,,,A6,0.15711252653927812,0.2111801242236025,3ad48f3d51dfe7d8c0704e3955bf9e2b4b849c4eaf710abbb1e176c22eb0e83b,,,11,,,,,
,,,,step-050,tsc_exploratory,,,A6,0.06923582501082061,0.1633276325433667,cba479e3f961996577cd49d1a1cf1b746e894b25488a8dce14d6046e76819e5f,,,3484,,,,,
,,,,step-100,mediaspeech_clean,,,A6,0.08010338808575393,0.13941205087219405,6f679f548bdf425491fff937e56ea4406539aadbc69d42568246084e97d8cc71,,,493,,,,,
,,,,step-100,mediaspeech_phone,,,A6,0.09940473526384103,0.1607477934533324,f2e8a3f88e43517eebe40a03d6460ba7d51c380658704474e633788ed4a8e180,,,493,,,,,
,,,,step-100,mediaspeech_g711,,,A6,0.08423219800384908,0.14455486830217526,f4732eb31a07a97609d6586528da1384048c76eacb1681fb0669bdbd587470a9,,,493,,,,,
,,,,step-100,cv_scripted,,,A6,0.10150399354626315,0.22623244162118636,69b69a32f7566feaafec3f317e533879bc6df9db15c35ac755cb9a3e44777c18,,,9650,,,,,
,,,,step-100,fleurs,,,A6,0.021017514595496247,0.06989288741619788,51ca0ca66533289ca57b1e0c5f721b1dc11185481bdfc51829e0f1974762119f,,,743,,,,,
,,,,step-100,cv_spontaneous,,,A6,0.1602972399150743,0.21739130434782608,6feb6b72063dec390325c84fc31fc06aac2c60c511a2e1b0affb28a5e4b36eee,,,11,,,,,
,,,,step-100,tsc_exploratory,,,A6,0.06870147427368375,0.1617700952846323,e496f0825826e6054947c4bd49ad488f1065e82d989b67cfd83c0ff9ee4aba12,,,3484,,,,,
,,,,step-150,mediaspeech_clean,,,A6,0.07871592892628564,0.13927305580651886,d2efb005c68f2331df796d196ee255a120f09616dd994770e288631204090f29,,,493,,,,,
,,,,step-150,mediaspeech_phone,,,A6,0.09685360068030256,0.15873236500104246,5375fe97c1fcbd97ea949b967fa40647db926ac7cc0a4047d6f8c773cf8d13be,,,493,,,,,
,,,,step-150,mediaspeech_g711,,,A6,0.08288949559146042,0.1427479324483981,55ffe53f296a9aff2dbc1c24c3521854619a869c0f080e43764e0318ced97282,,,493,,,,,
,,,,step-150,cv_scripted,,,A6,0.10494440473471761,0.22481882437147713,3d62c22a0ebf0f1e4ce7b4aabdb0c4de16b868139c4919eac526aeb7cb673f2c,,,9650,,,,,
,,,,step-150,fleurs,,,A6,0.020850708924103418,0.06904523387531787,f7256218afde82799640c1862b104195f5735b3585ce519df24912f71fb3585b,,,743,,,,,
,,,,step-150,cv_spontaneous,,,A6,0.15180467091295116,0.19875776397515527,9eb0863a5e65e981c1c6c546acc23b1fd41fcce5eac3fcb67d43f079ad540c3f,,,11,,,,,
,,,,step-150,tsc_exploratory,,,A6,0.06758468123306777,0.16094551673589055,e2d8b78c7cfc451eadc8ec4a9573b3d21392e973434c0719124c7f07568a257c,,,3484,,,,,
,,,,step-200,mediaspeech_clean,,,A6,0.07795506422593206,0.13809159774827995,380306909114587fcebb20f94b209c56595e2d1402dee7ee3d0d0aad45bcb9c3,,,493,,,,,
,,,,step-200,mediaspeech_phone,,,A6,0.09541019558698474,0.1572034192786156,446c1ab185690f90f47cad9243d6db74ab750ccf12eeb7bf39b0e8db78472a02,,,493,,,,,
,,,,step-200,mediaspeech_g711,,,A6,0.08706306225663518,0.14566682882757662,5b7171dce8b2f724f54196797f382b1e95ec195e109791f0bf4a8d8add50225c,,,493,,,,,
,,,,step-200,cv_scripted,,,A6,0.10028205440001899,0.22045271539769168,8107c21fd020f4ab9d42f013b197660a4f833a967ca0b5d3e501890bbf050555,,,9650,,,,,
